what,kind,bundleId,bundleVersion,description,time
activated,editor,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1363971948911
activated,editor,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1363971969795
activated,editor,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1363971978815
activated,editor,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1363971985533
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.save",1363972050888
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1363972051872
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1363972341202
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.save",1363972364224
executed,command,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.edit.text.java.organize.imports",1363972594371
activated,view,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.PackageExplorer",1363972610396
opened,editor,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1363972612769
activated,editor,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1363972612907
activated,editor,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1363972627220
activated,editor,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1363972629706
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.cut",1363972649211
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.paste",1363972652329
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.save",1363972675045
started,bundle,org.eclipse.debug.ui,3.7.101.v20110817_r371,"org.eclipse.debug.ui",1363972678465
started,bundle,org.eclipse.jdt.debug,3.7.1.v20110802_r371,"org.eclipse.jdt.debug",1363972678909
started,bundle,org.eclipse.jdt.debug.ui,3.6.1.v20110803_r371,"org.eclipse.jdt.debug.ui",1363972679234
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1363972680184
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1363972686926
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1363972687129
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1363972688795
started,bundle,org.eclipse.m2e.launching,1.0.100.20110804-1717,"org.eclipse.m2e.launching",1363972689495
activated,editor,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1363972719387
activated,editor,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1363972732764
activated,view,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.PackageExplorer",1363972755106
started,bundle,org.eclipse.compare,3.5.201.R37x_v20110817-0800,"org.eclipse.compare",1363972757461
executed,command,org.eclipse.jdt.debug.ui,3.6.1.v20110803_r371,"org.eclipse.jdt.debug.ui.localJavaShortcut.run",1363972762116
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1363972762128
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1363972764888
activated,editor,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1363972775775
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.selectAll",1363972793283
executed,command,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.edit.text.java.format",1363972795442
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1363972804494
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1363972807862
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1363972807959
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1363972812642
activated,editor,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1363972821204
activated,view,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.PackageExplorer",1363972830619
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1363972836489
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1363972842043
executed,command,org.eclipse.jdt.debug.ui,3.6.1.v20110803_r371,"org.eclipse.jdt.debug.ui.localJavaShortcut.run",1363972842058
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1363972842383
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1363972845184
activated,view,org.eclipse.ui.console,3.5.100.v20110511,"org.eclipse.ui.console.ConsoleView",1363972849087
activated,view,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.PackageExplorer",1363972852327
opened,editor,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1363972852599
activated,editor,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1363972852725
activated,editor,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1363972899903
closed,editor,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1363972899903
activated,view,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.PackageExplorer",1363972901373
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1363972903042
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1363972904634
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.delete",1363972904654
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1363972907507
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1363972909322
activated,view,org.eclipse.ui.console,3.5.100.v20110511,"org.eclipse.ui.console.ConsoleView",1363972911965
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1363972912372
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1363972914162
activated,editor,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1363972918276
activated,editor,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1363972921481
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1363972928978
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1363972938640
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1363972939490
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1363972953507
