what,kind,bundleId,bundleVersion,description,time
activated,view,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.PackageExplorer",1363925799302
activated,editor,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1363925802384
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1363925802417
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1363925807646
activated,editor,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1363925813187
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1363925814999
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1363925832780
activated,editor,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1363925837089
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1363925843701
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1363925845323
activated,editor,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1363925845384
closed,editor,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1363925845384
activated,editor,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1363925846909
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1363925848387
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1363925849814
activated,editor,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1363925849872
closed,editor,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1363925849872
